id,slate_id,slate_name,challenge_type_id,name,fee,total_fee,display_total_fee,rake,prize_pool,prize_pool_value,entry_count,game_count,start_time,pay_to,cap_entries,cap_entries_per_person,order,is_unlimited,is_locked,is_captain_contest,private,visible,featured,sticky,rookie_only,trainer,top8,entered,image,display_selected_percentage,owner_type,competition_id,is_drop1,labels,statistic_categories,challenge_sub_type,sports,status.id,status.name,user_levels.levels.1,user_levels.levels.2,user_levels.levels.3,user_levels.levels.4,user_levels.icon,user_levels.restricted_icon,payout_type.key,payout_type.description,payout_type.long_description,payout_type.icon,rule_set.selection_rules.salary_cap,rule_set.selection_rules.required_players,rule_set.selection_rules.players_in_team.max,rule_set.selection_rules.position_rules,rule_set.challenge_entry_rules.cap_entries_per_person,competition_type.id,competition_type.onesport_id,competition_type.name,competition_type.short_name,competition_type.active,competition_type.cruncher_enabled,competition_type.country.id,competition_type.country.name,competition_type.country.iso_alpha_2_code,competition_type.country.iso_alpha_3_code,competition_type.country.calling_code,competition_type.country.flag,competition_type.sport.id,competition_type.sport.onesport_id,competition_type.sport.name,competition_type.sport.game_progress_irrelevant,competition_type.sport.icon,challenge_sub_type.id,challenge_sub_type.name,rule_set.challenge_entry_rules.cap_entries,rapidfire_type,rapidfire_name,rule_set.selection_rules.tiers,last_scraped,rule_set.selection_rules.players_in_game.min,rule_set.selection_rules.players_in_game.max,competition_type.images,sub_sport.id,sub_sport.sport_id,sub_sport.name,sub_sport.short_name
CH8cGfKx,16658,,1,"NBA $25,000+ Thursday",1278.0,1500,"1,500",222.00000000000003,"26,876",2687634.0,2099,10,2023-12-21T00:11:00+00:00,Top 524,2099,65,1100,True,False,False,False,True,True,True,False,False,False,False,,True,admin_users,7000032,False,"[{'name': '↑', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'On Court'}, {'name': 'S', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'IN STARTING LINEUP'}, {'name': 'ES', 'text_color': '#000', 'bg_color': '#FFDb4D', 'description': 'EXPECTED STARTER'}, {'name': '10+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 10+ mins'}, {'name': '20+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 20+ mins'}, {'name': '30+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 30+ mins'}, {'name': 'GTD', 'text_color': '#fff', 'bg_color': '#E47108', 'description': 'PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY'}, {'name': 'O', 'text_color': '#fff', 'bg_color': '#9D2C31', 'description': 'OUT'}]","[{'name': 'All positions', 'value': [{'name': 'Point Scored', 'value': '1'}, {'name': 'Assist', 'value': '1.5'}, {'name': 'Rebound', 'value': '1.25'}, {'name': 'Turnover', 'value': '-0.5'}, {'name': 'Steal', 'value': '2'}, {'name': 'Block', 'value': '2'}, {'name': '3 Point Made Bonus', 'value': '0.5'}, {'name': 'Double-Double', 'value': '1.5'}, {'name': 'Triple-Double', 'value': '1.5'}, {'name': 'Note: Please see FAQ section for full scoring rules.', 'value': ''}]}]",,"[{'id': 7, 'onesport_id': 7, 'name': 'Basketball', 'game_progress_irrelevant': False, 'icon': None}]",5,In progress,True,True,True,True,,,guaranteed_plus,Guaranteed prizes,Guaranteed prizes,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/challenges/payout_type/guaranteed_plus.svg,100000.0,9.0,5.0,"[{'label': 'Point Guard', 'short_label': 'PG', 'key': 'point-guard', 'min': 2, 'max': 2}, {'label': 'Shooting Guard', 'short_label': 'SG', 'key': 'shooting-guard', 'min': 2, 'max': 2}, {'label': 'Small Forward', 'short_label': 'SF', 'key': 'small-forward', 'min': 2, 'max': 2}, {'label': 'Power Forward', 'short_label': 'PF', 'key': 'power-forward', 'min': 2, 'max': 2}, {'label': 'Center', 'short_label': 'C', 'key': 'center', 'min': 1, 'max': 1}]",65,11,11,National Basketball Association,NBA,True,True,223.0,United States of America,US,USA,1,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/flags/us.svg,7,7,Basketball,False,basketball,,,,,,,2023-12-21 02:45:04.357472,,,,,,,
CvycGfLD,16658,,1,"NBA $3,000+ Thursday High Roller",13500.0,15000,"15,000",1500.0,"4,725",472500.0,35,10,2023-12-21T00:11:00+00:00,Top 7,35,3,1102,True,False,False,False,True,True,False,False,False,False,False,,True,admin_users,7000032,False,"[{'name': '↑', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'On Court'}, {'name': 'S', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'IN STARTING LINEUP'}, {'name': 'ES', 'text_color': '#000', 'bg_color': '#FFDb4D', 'description': 'EXPECTED STARTER'}, {'name': '10+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 10+ mins'}, {'name': '20+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 20+ mins'}, {'name': '30+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 30+ mins'}, {'name': 'GTD', 'text_color': '#fff', 'bg_color': '#E47108', 'description': 'PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY'}, {'name': 'O', 'text_color': '#fff', 'bg_color': '#9D2C31', 'description': 'OUT'}]","[{'name': 'All positions', 'value': [{'name': 'Point Scored', 'value': '1'}, {'name': 'Assist', 'value': '1.5'}, {'name': 'Rebound', 'value': '1.25'}, {'name': 'Turnover', 'value': '-0.5'}, {'name': 'Steal', 'value': '2'}, {'name': 'Block', 'value': '2'}, {'name': '3 Point Made Bonus', 'value': '0.5'}, {'name': 'Double-Double', 'value': '1.5'}, {'name': 'Triple-Double', 'value': '1.5'}, {'name': 'Note: Please see FAQ section for full scoring rules.', 'value': ''}]}]",,"[{'id': 7, 'onesport_id': 7, 'name': 'Basketball', 'game_progress_irrelevant': False, 'icon': None}]",5,In progress,True,True,True,True,,,guaranteed_plus,Guaranteed prizes,Guaranteed prizes,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/challenges/payout_type/guaranteed_plus.svg,100000.0,9.0,5.0,"[{'label': 'Point Guard', 'short_label': 'PG', 'key': 'point-guard', 'min': 2, 'max': 2}, {'label': 'Shooting Guard', 'short_label': 'SG', 'key': 'shooting-guard', 'min': 2, 'max': 2}, {'label': 'Small Forward', 'short_label': 'SF', 'key': 'small-forward', 'min': 2, 'max': 2}, {'label': 'Power Forward', 'short_label': 'PF', 'key': 'power-forward', 'min': 2, 'max': 2}, {'label': 'Center', 'short_label': 'C', 'key': 'center', 'min': 1, 'max': 1}]",3,11,11,National Basketball Association,NBA,True,True,223.0,United States of America,US,USA,1,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/flags/us.svg,7,7,Basketball,False,basketball,,,,,,,2023-12-21 02:45:04.357472,,,,,,,
CbucGfM9,16658,,1,"NBA $1,500+ Thursday $2 Mini",171.0,200,200,29.0,"1,500",150000.0,856,10,2023-12-21T00:11:00+00:00,Top 219,877,10,1104,True,False,False,False,True,True,False,False,False,False,False,,True,admin_users,7000032,False,"[{'name': '↑', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'On Court'}, {'name': 'S', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'IN STARTING LINEUP'}, {'name': 'ES', 'text_color': '#000', 'bg_color': '#FFDb4D', 'description': 'EXPECTED STARTER'}, {'name': '10+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 10+ mins'}, {'name': '20+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 20+ mins'}, {'name': '30+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 30+ mins'}, {'name': 'GTD', 'text_color': '#fff', 'bg_color': '#E47108', 'description': 'PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY'}, {'name': 'O', 'text_color': '#fff', 'bg_color': '#9D2C31', 'description': 'OUT'}]","[{'name': 'All positions', 'value': [{'name': 'Point Scored', 'value': '1'}, {'name': 'Assist', 'value': '1.5'}, {'name': 'Rebound', 'value': '1.25'}, {'name': 'Turnover', 'value': '-0.5'}, {'name': 'Steal', 'value': '2'}, {'name': 'Block', 'value': '2'}, {'name': '3 Point Made Bonus', 'value': '0.5'}, {'name': 'Double-Double', 'value': '1.5'}, {'name': 'Triple-Double', 'value': '1.5'}, {'name': 'Note: Please see FAQ section for full scoring rules.', 'value': ''}]}]",,"[{'id': 7, 'onesport_id': 7, 'name': 'Basketball', 'game_progress_irrelevant': False, 'icon': None}]",5,In progress,True,True,True,False,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/icons/user_levels/123.png,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/icons/user_levels/123-restricted.svg,guaranteed_plus,Guaranteed prizes,Guaranteed prizes,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/challenges/payout_type/guaranteed_plus.svg,100000.0,9.0,5.0,"[{'label': 'Point Guard', 'short_label': 'PG', 'key': 'point-guard', 'min': 2, 'max': 2}, {'label': 'Shooting Guard', 'short_label': 'SG', 'key': 'shooting-guard', 'min': 2, 'max': 2}, {'label': 'Small Forward', 'short_label': 'SF', 'key': 'small-forward', 'min': 2, 'max': 2}, {'label': 'Power Forward', 'short_label': 'PF', 'key': 'power-forward', 'min': 2, 'max': 2}, {'label': 'Center', 'short_label': 'C', 'key': 'center', 'min': 1, 'max': 1}]",10,11,11,National Basketball Association,NBA,True,True,223.0,United States of America,US,USA,1,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/flags/us.svg,7,7,Basketball,False,basketball,,,,,,,2023-12-21 02:45:04.357472,,,,,,,
C47cGfNq,16658,,1,NBA $500+ Thursday Micro,45.0,50,50,5.0,529,52875.0,1175,10,2023-12-21T00:11:00+00:00,Top 293,1175,50,1105,True,False,False,False,True,True,False,False,False,False,False,,True,admin_users,7000032,False,"[{'name': '↑', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'On Court'}, {'name': 'S', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'IN STARTING LINEUP'}, {'name': 'ES', 'text_color': '#000', 'bg_color': '#FFDb4D', 'description': 'EXPECTED STARTER'}, {'name': '10+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 10+ mins'}, {'name': '20+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 20+ mins'}, {'name': '30+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 30+ mins'}, {'name': 'GTD', 'text_color': '#fff', 'bg_color': '#E47108', 'description': 'PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY'}, {'name': 'O', 'text_color': '#fff', 'bg_color': '#9D2C31', 'description': 'OUT'}]","[{'name': 'All positions', 'value': [{'name': 'Point Scored', 'value': '1'}, {'name': 'Assist', 'value': '1.5'}, {'name': 'Rebound', 'value': '1.25'}, {'name': 'Turnover', 'value': '-0.5'}, {'name': 'Steal', 'value': '2'}, {'name': 'Block', 'value': '2'}, {'name': '3 Point Made Bonus', 'value': '0.5'}, {'name': 'Double-Double', 'value': '1.5'}, {'name': 'Triple-Double', 'value': '1.5'}, {'name': 'Note: Please see FAQ section for full scoring rules.', 'value': ''}]}]",,"[{'id': 7, 'onesport_id': 7, 'name': 'Basketball', 'game_progress_irrelevant': False, 'icon': None}]",5,In progress,True,True,True,False,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/icons/user_levels/123.png,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/icons/user_levels/123-restricted.svg,guaranteed_plus,Guaranteed prizes,Guaranteed prizes,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/challenges/payout_type/guaranteed_plus.svg,100000.0,9.0,5.0,"[{'label': 'Point Guard', 'short_label': 'PG', 'key': 'point-guard', 'min': 2, 'max': 2}, {'label': 'Shooting Guard', 'short_label': 'SG', 'key': 'shooting-guard', 'min': 2, 'max': 2}, {'label': 'Small Forward', 'short_label': 'SF', 'key': 'small-forward', 'min': 2, 'max': 2}, {'label': 'Power Forward', 'short_label': 'PF', 'key': 'power-forward', 'min': 2, 'max': 2}, {'label': 'Center', 'short_label': 'C', 'key': 'center', 'min': 1, 'max': 1}]",50,11,11,National Basketball Association,NBA,True,True,223.0,United States of America,US,USA,1,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/flags/us.svg,7,7,Basketball,False,basketball,,,,,,,2023-12-21 02:45:04.357472,,,,,,,
CZ0cGfOA,16658,,1,NBA $200+ Thursday Single Entry,852.9999999999999,1000,"1,000",147.0,290,29002.0,34,10,2023-12-21T00:11:00+00:00,Top 8,34,1,1106,True,False,False,False,True,True,False,False,False,False,False,,True,admin_users,7000032,False,"[{'name': '↑', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'On Court'}, {'name': 'S', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'IN STARTING LINEUP'}, {'name': 'ES', 'text_color': '#000', 'bg_color': '#FFDb4D', 'description': 'EXPECTED STARTER'}, {'name': '10+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 10+ mins'}, {'name': '20+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 20+ mins'}, {'name': '30+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 30+ mins'}, {'name': 'GTD', 'text_color': '#fff', 'bg_color': '#E47108', 'description': 'PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY'}, {'name': 'O', 'text_color': '#fff', 'bg_color': '#9D2C31', 'description': 'OUT'}]","[{'name': 'All positions', 'value': [{'name': 'Point Scored', 'value': '1'}, {'name': 'Assist', 'value': '1.5'}, {'name': 'Rebound', 'value': '1.25'}, {'name': 'Turnover', 'value': '-0.5'}, {'name': 'Steal', 'value': '2'}, {'name': 'Block', 'value': '2'}, {'name': '3 Point Made Bonus', 'value': '0.5'}, {'name': 'Double-Double', 'value': '1.5'}, {'name': 'Triple-Double', 'value': '1.5'}, {'name': 'Note: Please see FAQ section for full scoring rules.', 'value': ''}]}]",,"[{'id': 7, 'onesport_id': 7, 'name': 'Basketball', 'game_progress_irrelevant': False, 'icon': None}]",5,In progress,True,True,True,True,,,guaranteed_plus,Guaranteed prizes,Guaranteed prizes,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/challenges/payout_type/guaranteed_plus.svg,100000.0,9.0,5.0,"[{'label': 'Point Guard', 'short_label': 'PG', 'key': 'point-guard', 'min': 2, 'max': 2}, {'label': 'Shooting Guard', 'short_label': 'SG', 'key': 'shooting-guard', 'min': 2, 'max': 2}, {'label': 'Small Forward', 'short_label': 'SF', 'key': 'small-forward', 'min': 2, 'max': 2}, {'label': 'Power Forward', 'short_label': 'PF', 'key': 'power-forward', 'min': 2, 'max': 2}, {'label': 'Center', 'short_label': 'C', 'key': 'center', 'min': 1, 'max': 1}]",1,11,11,National Basketball Association,NBA,True,True,223.0,United States of America,US,USA,1,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/flags/us.svg,7,7,Basketball,False,basketball,,,,,,,2023-12-21 02:45:04.357472,,,,,,,
COJcGguO,16658,,1,NBA The BIG 400,85.0,100,100,15.0,"4,360.05",436005.0,492,10,2023-12-21T00:11:00+00:00,-,5000,50,1102,False,False,False,False,True,True,False,False,False,False,False,,True,admin_users,7000032,False,"[{'name': '↑', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'On Court'}, {'name': 'S', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'IN STARTING LINEUP'}, {'name': 'ES', 'text_color': '#000', 'bg_color': '#FFDb4D', 'description': 'EXPECTED STARTER'}, {'name': '10+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 10+ mins'}, {'name': '20+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 20+ mins'}, {'name': '30+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 30+ mins'}, {'name': 'GTD', 'text_color': '#fff', 'bg_color': '#E47108', 'description': 'PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY'}, {'name': 'O', 'text_color': '#fff', 'bg_color': '#9D2C31', 'description': 'OUT'}]","[{'name': 'All positions', 'value': [{'name': 'Point Scored', 'value': '1'}, {'name': 'Assist', 'value': '1.5'}, {'name': 'Rebound', 'value': '1.25'}, {'name': 'Turnover', 'value': '-0.5'}, {'name': 'Steal', 'value': '2'}, {'name': 'Block', 'value': '2'}, {'name': '3 Point Made Bonus', 'value': '0.5'}, {'name': 'Double-Double', 'value': '1.5'}, {'name': 'Triple-Double', 'value': '1.5'}, {'name': 'Note: Please see FAQ section for full scoring rules.', 'value': ''}]}]",,"[{'id': 7, 'onesport_id': 7, 'name': 'Basketball', 'game_progress_irrelevant': False, 'icon': None}]",5,In progress,True,True,True,True,,,target,Target,"Simply reach the target score of 400 POINTS and win! The total prize pool is shared equally between all entries that reach the target. If no entry reaches the Target score, the prize pool will jackpot to the next available day and will increase based by a percentage of the entry fees received in the previous contest.",https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/challenges/payout_type/target.svg,100000.0,9.0,5.0,"[{'label': 'Point Guard', 'short_label': 'PG', 'key': 'point-guard', 'min': 2, 'max': 2}, {'label': 'Shooting Guard', 'short_label': 'SG', 'key': 'shooting-guard', 'min': 2, 'max': 2}, {'label': 'Small Forward', 'short_label': 'SF', 'key': 'small-forward', 'min': 2, 'max': 2}, {'label': 'Power Forward', 'short_label': 'PF', 'key': 'power-forward', 'min': 2, 'max': 2}, {'label': 'Center', 'short_label': 'C', 'key': 'center', 'min': 1, 'max': 1}]",50,11,11,National Basketball Association,NBA,True,True,223.0,United States of America,US,USA,1,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/flags/us.svg,7,7,Basketball,False,basketball,3.0,Target,5000.0,,,,2023-12-21 02:45:04.357472,,,,,,,
ChQcGfP9,16658,,1,NBA Thursday $50 Double Up,4500.0,5000,"5,000",500.0,180,18000.0,4,10,2023-12-21T00:11:00+00:00,Top 2,20,3,1108,False,False,False,False,True,False,False,False,False,False,False,,True,admin_users,7000032,False,"[{'name': '↑', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'On Court'}, {'name': 'S', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'IN STARTING LINEUP'}, {'name': 'ES', 'text_color': '#000', 'bg_color': '#FFDb4D', 'description': 'EXPECTED STARTER'}, {'name': '10+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 10+ mins'}, {'name': '20+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 20+ mins'}, {'name': '30+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 30+ mins'}, {'name': 'GTD', 'text_color': '#fff', 'bg_color': '#E47108', 'description': 'PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY'}, {'name': 'O', 'text_color': '#fff', 'bg_color': '#9D2C31', 'description': 'OUT'}]","[{'name': 'All positions', 'value': [{'name': 'Point Scored', 'value': '1'}, {'name': 'Assist', 'value': '1.5'}, {'name': 'Rebound', 'value': '1.25'}, {'name': 'Turnover', 'value': '-0.5'}, {'name': 'Steal', 'value': '2'}, {'name': 'Block', 'value': '2'}, {'name': '3 Point Made Bonus', 'value': '0.5'}, {'name': 'Double-Double', 'value': '1.5'}, {'name': 'Triple-Double', 'value': '1.5'}, {'name': 'Note: Please see FAQ section for full scoring rules.', 'value': ''}]}]",,"[{'id': 7, 'onesport_id': 7, 'name': 'Basketball', 'game_progress_irrelevant': False, 'icon': None}]",5,In progress,True,True,True,True,,,multiplier_2,Multiplier x2,"Multiplier x2: When the contest starts, the revised prize allocation will be confirmed and displayed. This contest has a 10% rake on entry fees with the remaining 90% of entry fee amounts received going towards the prize pool. This may result in the last winning position being paid out less than entry fee x the contest multiplier.",https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/challenges/payout_type/multiplier_2.svg,100000.0,9.0,5.0,"[{'label': 'Point Guard', 'short_label': 'PG', 'key': 'point-guard', 'min': 2, 'max': 2}, {'label': 'Shooting Guard', 'short_label': 'SG', 'key': 'shooting-guard', 'min': 2, 'max': 2}, {'label': 'Small Forward', 'short_label': 'SF', 'key': 'small-forward', 'min': 2, 'max': 2}, {'label': 'Power Forward', 'short_label': 'PF', 'key': 'power-forward', 'min': 2, 'max': 2}, {'label': 'Center', 'short_label': 'C', 'key': 'center', 'min': 1, 'max': 1}]",3,11,11,National Basketball Association,NBA,True,True,223.0,United States of America,US,USA,1,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/flags/us.svg,7,7,Basketball,False,basketball,,,20.0,,,,2023-12-21 02:45:04.357472,,,,,,,
C3XcGfQX,16658,,1,NBA Thursday $20 Double Up,1800.0,2000,"2,000",200.0,72,7200.0,4,10,2023-12-21T00:11:00+00:00,Top 2,20,3,1109,False,False,False,False,True,False,False,False,False,False,False,,True,admin_users,7000032,False,"[{'name': '↑', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'On Court'}, {'name': 'S', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'IN STARTING LINEUP'}, {'name': 'ES', 'text_color': '#000', 'bg_color': '#FFDb4D', 'description': 'EXPECTED STARTER'}, {'name': '10+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 10+ mins'}, {'name': '20+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 20+ mins'}, {'name': '30+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 30+ mins'}, {'name': 'GTD', 'text_color': '#fff', 'bg_color': '#E47108', 'description': 'PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY'}, {'name': 'O', 'text_color': '#fff', 'bg_color': '#9D2C31', 'description': 'OUT'}]","[{'name': 'All positions', 'value': [{'name': 'Point Scored', 'value': '1'}, {'name': 'Assist', 'value': '1.5'}, {'name': 'Rebound', 'value': '1.25'}, {'name': 'Turnover', 'value': '-0.5'}, {'name': 'Steal', 'value': '2'}, {'name': 'Block', 'value': '2'}, {'name': '3 Point Made Bonus', 'value': '0.5'}, {'name': 'Double-Double', 'value': '1.5'}, {'name': 'Triple-Double', 'value': '1.5'}, {'name': 'Note: Please see FAQ section for full scoring rules.', 'value': ''}]}]",,"[{'id': 7, 'onesport_id': 7, 'name': 'Basketball', 'game_progress_irrelevant': False, 'icon': None}]",5,In progress,True,True,True,True,,,multiplier_2,Multiplier x2,"Multiplier x2: When the contest starts, the revised prize allocation will be confirmed and displayed. This contest has a 10% rake on entry fees with the remaining 90% of entry fee amounts received going towards the prize pool. This may result in the last winning position being paid out less than entry fee x the contest multiplier.",https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/challenges/payout_type/multiplier_2.svg,100000.0,9.0,5.0,"[{'label': 'Point Guard', 'short_label': 'PG', 'key': 'point-guard', 'min': 2, 'max': 2}, {'label': 'Shooting Guard', 'short_label': 'SG', 'key': 'shooting-guard', 'min': 2, 'max': 2}, {'label': 'Small Forward', 'short_label': 'SF', 'key': 'small-forward', 'min': 2, 'max': 2}, {'label': 'Power Forward', 'short_label': 'PF', 'key': 'power-forward', 'min': 2, 'max': 2}, {'label': 'Center', 'short_label': 'C', 'key': 'center', 'min': 1, 'max': 1}]",3,11,11,National Basketball Association,NBA,True,True,223.0,United States of America,US,USA,1,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/flags/us.svg,7,7,Basketball,False,basketball,,,20.0,,,,2023-12-21 02:45:04.357472,,,,,,,
CrgcGfR1,16658,,1,NBA Thursday $10 Double Up,900.0,1000,"1,000",100.0,36,3600.0,4,10,2023-12-21T00:11:00+00:00,Top 2,100,10,1110,False,False,False,False,True,False,False,False,False,False,False,,True,admin_users,7000032,False,"[{'name': '↑', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'On Court'}, {'name': 'S', 'text_color': '#fff', 'bg_color': '#459615', 'description': 'IN STARTING LINEUP'}, {'name': 'ES', 'text_color': '#000', 'bg_color': '#FFDb4D', 'description': 'EXPECTED STARTER'}, {'name': '10+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 10+ mins'}, {'name': '20+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 20+ mins'}, {'name': '30+', 'text_color': '#000', 'bg_color': '#CCCCCC', 'description': 'Expected to play 30+ mins'}, {'name': 'GTD', 'text_color': '#fff', 'bg_color': '#E47108', 'description': 'PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY'}, {'name': 'O', 'text_color': '#fff', 'bg_color': '#9D2C31', 'description': 'OUT'}]","[{'name': 'All positions', 'value': [{'name': 'Point Scored', 'value': '1'}, {'name': 'Assist', 'value': '1.5'}, {'name': 'Rebound', 'value': '1.25'}, {'name': 'Turnover', 'value': '-0.5'}, {'name': 'Steal', 'value': '2'}, {'name': 'Block', 'value': '2'}, {'name': '3 Point Made Bonus', 'value': '0.5'}, {'name': 'Double-Double', 'value': '1.5'}, {'name': 'Triple-Double', 'value': '1.5'}, {'name': 'Note: Please see FAQ section for full scoring rules.', 'value': ''}]}]",,"[{'id': 7, 'onesport_id': 7, 'name': 'Basketball', 'game_progress_irrelevant': False, 'icon': None}]",5,In progress,True,True,True,True,,,multiplier_2,Multiplier x2,"Multiplier x2: When the contest starts, the revised prize allocation will be confirmed and displayed. This contest has a 10% rake on entry fees with the remaining 90% of entry fee amounts received going towards the prize pool. This may result in the last winning position being paid out less than entry fee x the contest multiplier.",https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/challenges/payout_type/multiplier_2.svg,100000.0,9.0,5.0,"[{'label': 'Point Guard', 'short_label': 'PG', 'key': 'point-guard', 'min': 2, 'max': 2}, {'label': 'Shooting Guard', 'short_label': 'SG', 'key': 'shooting-guard', 'min': 2, 'max': 2}, {'label': 'Small Forward', 'short_label': 'SF', 'key': 'small-forward', 'min': 2, 'max': 2}, {'label': 'Power Forward', 'short_label': 'PF', 'key': 'power-forward', 'min': 2, 'max': 2}, {'label': 'Center', 'short_label': 'C', 'key': 'center', 'min': 1, 'max': 1}]",10,11,11,National Basketball Association,NBA,True,True,223.0,United States of America,US,USA,1,https://s3-ap-southeast-2.amazonaws.com/draftstars-com-au/assets/flags/us.svg,7,7,Basketball,False,basketball,,,100.0,,,,2023-12-21 02:45:04.357472,,,,,,,
